"taxon","genus","species","family","prediction","predicted_threat","prediction_binomial","accuracy_binomial","category","observed_threat","threat_binomial","confidence","mean_alt","total_flor_regions","mean_eoo","mean_aoo","pa_binomial","protected","II","IV","VI","trop_subtrop_moist_broad","trop_subtrop_grass_sav_shrub","desert_xeric","flooded_grass","montane_grass","hfp_delta_class1","hfp_delta_class2","hfp_delta_class3","hfp_delta_class4","hfp_delta_class5","hfp_2009_class1","hfp_2009_class2","hfp_2009_class3","hfp_2009_class4","hfp_2009_class5","hfp_2009_class6","hfp_2009_class7","hfp_2009_class8","hfp_2009_class9","hfp_2009_class10","hfp_quant_1to3","hfp_quant_1to4","sqrt_eoo","sqrt_aoo","sqrt_desert","new_pred","threatened",".lower",".upper"
"Commiphora monoica","Commiphora","monoica","Burseraceae","correct","T",0,1,"CR","T",1,"confident",1325,1,25.5,20,1,"present","absent","absent","present",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,5.04975246918104,4.47213595499958,0,"threatened",0.660599206,0.5707737,0.73592273
"Convolvulus bidrensis","Convolvulus","bidrensis","Convolvulaceae","correct","T",0,1,"CR","T",1,"confident",1700,1,4,4,0,"absent","absent","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,2,2,0,"threatened",0.664784917,0.589839572,0.73924826
"Crepis achyrophoroides","Crepis","achyrophoroides","Asteraceae","correct","T",0,1,"EN","T",1,"low_confidence",2860,2,2131,16,1,"present","present","absent","absent",0.274107285574713,0.324210949134722,0,0,0.401681765290565,0.0295807372559363,0.0576430004589407,0.253645618701356,0.357724542470063,0.301406101113703,0,7.97659133974257e-09,0.0500677187784785,0.0758627548900226,0.0857490210305199,0.182794843099553,0.150591724347678,0.312679805612382,0.125034838075311,0.017219286189464,0.0500677267550698,0.125930481645092,46.1627555503352,4,0,"threatened",0.468013693,0.404214562,0.548056904
"Crepis tenerrima","Crepis","tenerrima","Asteraceae","correct","T",0,1,"VU","T",1,"low_confidence",2925,2,6663,24,1,"present","present","absent","absent",0.274107285574713,0.324210949134722,0,0,0.401681765290565,0.0295807372559363,0.0576430004589407,0.253645618701356,0.357724542470063,0.301406101113703,0,7.97659133974257e-09,0.0500677187784785,0.0758627548900226,0.0857490210305199,0.182794843099553,0.150591724347678,0.312679805612382,0.125034838075311,0.017219286189464,0.0500677267550698,0.125930481645092,81.6272013485701,4.89897948556636,0,"threatened",0.468013693,0.404214562,0.548056904
"Crepis xylorrhiza","Crepis","xylorrhiza","Asteraceae","correct","T",0,1,"CR","T",1,"confident",2817,1,4,4,0,"absent","absent","absent","absent",0.208939151719323,0.386744309915332,0,0,0.404316538365345,0.0486378356058628,0.0708329579516687,0.282465695304634,0.321789201102817,0.276274310035017,0,0,0.034972435774538,0.0474542542759659,0.0774137437585838,0.240801248407468,0.182840677927456,0.332216996157976,0.0758567311721663,0.00844391252584521,0.034972435774538,0.0824266900505039,2,2,0,"threatened",0.65183649,0.571570075,0.716590101
"Crinipes abyssinicus","Crinipes","abyssinicus","Poaceae","under","NT",1,0,"VU","T",1,"confident",2600,4,96322,36,1,"present","present","absent","absent",0.294470616968181,0.242655927051089,0.00112550131293658,0,0.461747954667794,0.0275390368839757,0.0727667199848995,0.267988244884555,0.351074841420967,0.280631156825602,0,4.3057988489713e-09,0.027029341667399,0.0419646216754481,0.0607612632911126,0.150935730480944,0.171352654981212,0.326821678836029,0.178452241004357,0.0426824637576988,0.0270293459731978,0.0689939676486459,310.357857963996,6,0.0335484919621818,"under",0.261417245,0.193032215,0.340582741
"Crotalaria awasensis","Crotalaria","awasensis","Fabaceae","correct","T",0,1,"CR","T",1,"confident",1700,1,4,4,0,"absent","absent","absent","absent",0.294629819748492,0.097515346326719,0,0,0.607854833924789,0.0274249475471714,0.0900886484503126,0.207448974652241,0.327100758000472,0.347936671349803,0,0,8.25517069583267e-06,0.000371257670600591,0.00712196129537506,0.0604718885648892,0.115582567786186,0.36812739227297,0.3425531562088,0.105763521030484,8.25517069583267e-06,0.000379512841296424,2,2,0,"threatened",0.699334838,0.634080592,0.762950953
"Crotalaria exaltata","Crotalaria","exaltata","Fabaceae","over","T",2,0,"LC","NT",0,"confident",3200,4,8,8,0,"absent","absent","absent","absent",0.20870791746966,0.513354609305927,0.00709233925812985,0,0.270845133966284,0.0260386275962286,0.0733932626595616,0.553375479677078,0.245374013936226,0.101818616130906,0.000165281520636681,0.00140218890207657,0.0781580209329124,0.157976757550533,0.172150059015343,0.169000289759667,0.144763291401278,0.152282222315776,0.0953091907566351,0.0287926978451424,0.0797254913556256,0.237702248906158,2.82842712474619,2.82842712474619,0.0842160273233655,"over",0.661960246,0.566001232,0.756711833
"Crotalaria fallax","Crotalaria","fallax","Fabaceae","correct","T",0,1,"EN","T",1,"confident",1675,2,1610,16,0,"absent","absent","absent","absent",0.195405980740407,0.632693469050491,0.0303055336422945,0,0.141595016566808,0.0305399303835383,0.0953516805729761,0.601336952793551,0.239773588374699,0.0329978478752361,0.000667005692504198,0.00372069726305671,0.072129210445427,0.141118960341176,0.185652996643555,0.221868857576184,0.191238512587874,0.138940014152372,0.0320894067068891,0.0125743385909608,0.0765169134009879,0.217635873742164,40.1248052954778,4,0.17408484610182,"threatened",0.541711145,0.44917585,0.628430168
"Crotalaria gillettii","Crotalaria","gillettii","Fabaceae","over","T",2,0,"NT","NT",0,"confident",2250,5,88460,76,1,"present","absent","absent","present",0.226244099177531,0.572979836500879,0.00638123011078922,0.00181561070433575,0.192579223506465,0.0274505528519932,0.0836162849362401,0.585828148013574,0.251708878280249,0.0513961359179437,0.00203693142661385,0.0102296519496872,0.0909081181778246,0.17260243085238,0.188249760780148,0.211208855419865,0.1606045619662,0.123584943552937,0.0341946713229251,0.0063800745514199,0.103174701554126,0.275777132406505,297.422258750081,8.71779788708135,0.0798826020531956,"over",0.63677554,0.562301241,0.710918867
"Crotalaria jijigensis","Crotalaria","jijigensis","Fabaceae","correct","T",0,1,"EN","T",1,"confident",1812.5,1,456,36,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,21.3541565040626,6,0,"threatened",0.699334838,0.634080592,0.762950953
"Crotalaria polhillii","Crotalaria","polhillii","Fabaceae","correct","T",0,1,"EN","T",1,"confident",1650,2,96,12,1,"present","absent","absent","absent",0.337976270227314,0.162928583675799,0,0,0.499095146096887,0.0434438538670839,0.121509742205157,0.305551654416067,0.288597410933165,0.240897338578527,0,0,0.0280252871986503,0.071609074267648,0.0617634063719467,0.111761557736182,0.12670677861286,0.293097813256461,0.239180628356324,0.0678554541999278,0.0280252871986503,0.0996343614662983,9.79795897113271,3.46410161513775,0,"threatened",0.699334838,0.634080592,0.762950953
"Crotalaria rosenii","Crotalaria","rosenii","Fabaceae","over","T",2,0,"LC","NT",0,"low_confidence",2075,7,205625,164,1,"present","present","absent","present",0.257544173156084,0.424290636529775,0.00488086925803195,0.00171926214535255,0.311565058910756,0.0282198369001105,0.0935443369414842,0.467660190212076,0.287955894391092,0.122619741555238,0.00188749106479848,0.00863796243705221,0.0733463890457005,0.122140707465529,0.134780474156539,0.183958447914365,0.15332124165068,0.194128306586846,0.104555552214057,0.0232434274644331,0.0838718425475512,0.20601255001308,453.458928680426,12.8062484748657,0.0698632182055189,"over",0.509596971,0.413599689,0.597205558
"Crotalaria ruspoliana","Crotalaria","ruspoliana","Fabaceae","correct","T",0,1,"CR","T",1,"low_confidence",1800,1,6,6,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,2.44948974278318,2.44948974278318,0.148999812973919,"threatened",0.469136021,0.382071489,0.549037507
"Crotalaria sacculata","Crotalaria","sacculata","Fabaceae","correct","T",0,1,"CR","T",1,"confident",1950,1,24,24,1,"present","present","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,4.89897948556636,4.89897948556636,0.148999812973919,"threatened",0.56301846,0.478444066,0.671562306
"Crotalaria trifoliolata","Crotalaria","trifoliolata","Fabaceae","under","NT",1,0,"EN","T",1,"low_confidence",1850,1,556.5,176,1,"present","absent","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,23.5902522241709,13.2664991614216,0,"under",0.41104148,0.331378429,0.495577807
"Croton elkerensis","Croton","elkerensis","Euphorbiaceae","correct","T",0,1,"VU","T",1,"confident",1200,1,70,4,0,"absent","absent","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,8.36660026534076,2,0,"threatened",0.710059207,0.647615277,0.774709513
"Cussonia ostinii","Cussonia","ostinii","Araliaceae","correct","T",0,1,"VU","T",1,"confident",1800,6,148532,80,1,"present","present","absent","absent",0.327585146624898,0.312581969970713,0.00609062201101022,0.00214539159145663,0.351596869801922,0.0325274953130677,0.110170888107339,0.348734492085725,0.325076117096381,0.183491007397486,0.00235568603578821,0.010780625003992,0.0550340851599772,0.0879597024776967,0.093206510954512,0.172926968233462,0.152801066278353,0.252012010787993,0.141981072861707,0.0309422722065189,0.0681703961997574,0.156130098677454,385.398495067119,8.94427190999916,0.07804243724417,"threatened",0.534465741,0.467573037,0.617481053
"Cyanotis polyrrhiza","Cyanotis","polyrrhiza","Commelinaceae","under","NT",1,0,"VU","T",1,"confident",2850,7,254835,64,1,"present","present","absent","absent",0.199616963539267,0.538605056330335,0,0,0.261777980130398,0.0184386842499445,0.0481381121085909,0.524701762838022,0.269569354218639,0.139152086584803,0,1.7110937243667e-09,0.045413246306939,0.16742396965034,0.171543647431083,0.178577955498188,0.147316171019267,0.175825552774097,0.0935225205969628,0.0203769350120293,0.0454132480180327,0.212837217668373,504.811846136756,8,0,"under",0.321143737,0.253759522,0.378208421
"Cycniopsis humilis","Cycniopsis","humilis","Orobanchaceae","correct","NT",0,1,"LC","NT",0,"low_confidence",2200,6,142680,88,1,"present","present","absent","present",0.193726031337166,0.461856601543203,0.00577422506343555,0,0.338643142056195,0.0303244756765237,0.0706799062418383,0.490087325641073,0.269926807436537,0.138981485004028,0.000134563881429,0.00114159151267039,0.0614239002677636,0.117313913609295,0.143503124469891,0.186561924338838,0.164294476465384,0.200232677437588,0.0990157850728704,0.0263780429442703,0.062700055661863,0.180013969271158,377.730062346115,9.38083151964686,0.0759883218885346,"not_threatened",0.383805672,0.309086526,0.452153989
"Cynanchum balense","Cynanchum","balense","Apocynaceae","correct","T",0,1,"EN","T",1,"confident",3260,1,47,12,1,"present","present","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,6.85565460040104,3.46410161513775,0,"threatened",0.718275489,0.649427692,0.783091366
"Cynoglossum densefoliatum","Cynoglossum","densefoliatum","Boraginaceae","over","T",2,0,"LC","NT",0,"confident",2075,7,141524,106,1,"present","present","absent","absent",0.175368028483537,0.593223844107311,0.00429400010234795,0,0.227114127306804,0.0175018459486343,0.047015983942095,0.576334524138532,0.255864686425588,0.103282959545151,9.03187466380916e-05,0.000766231722079712,0.0433655401179726,0.162912314497289,0.181906730348285,0.191767605670096,0.168725480399686,0.160181082616219,0.0714445467098184,0.0188401491719155,0.0442220905866904,0.20713440508398,376.196757030148,10.295630140987,0.0655286204825643,"over",0.539261401,0.458243891,0.630569493
"Cyperus bifolius","Cyperus","bifolius","Cyperaceae","correct","T",0,1,"CR","T",1,"confident",1875,1,4,4,0,"absent","absent","absent","absent",0.225324885759997,0.491731382430606,0,0.0150281175672134,0.267915614242183,0.0469783085688398,0.161095320749752,0.620113920255962,0.150618209766082,0.0211942406593639,0.0156269975075269,0.074219374742638,0.132683185543855,0.157137149339043,0.128100739523193,0.251604149170083,0.123325566172013,0.109838039757727,0.00746479824392047,0,0.22252955779402,0.379666707133063,2,2,0,"threatened",0.592293961,0.50619082,0.683911329
"Cyperus boreohemisphaericus","Cyperus","boreohemisphaericus","Cyperaceae","over","T",2,0,"LC","NT",0,"confident",1700,4,52510,48,1,"present","absent","absent","absent",0.34243678117895,0.291634759770053,0.00894856505972387,0,0.356979893991273,0.0362561462914641,0.117280716797662,0.325607973610895,0.341861820097102,0.178993343202876,0.000182728449706211,0.000269147692432781,0.0352915710786095,0.0676601567134894,0.0852019599135215,0.172090278094051,0.169688878089363,0.272242153986629,0.159139467014684,0.0382336589675132,0.0357434472207485,0.103403603934238,229.150605497782,6.92820323027551,0.0945968554431059,"over",0.592293961,0.50619082,0.683911329
"Cyperus clandestinus","Cyperus","clandestinus","Cyperaceae","under","NT",1,0,"EN","T",1,"confident",3300,4,52127,20,1,"present","present","absent","absent",0.183598940722582,0.521280225985808,0.00666022472151972,0,0.28846060857009,0.0248953851234903,0.0605072484577661,0.514376686949043,0.261940262550556,0.138280416919145,0.000155211423158632,0.00131675782138372,0.0708488108047311,0.133997556459567,0.157523370813589,0.17969429139632,0.152055166866188,0.183158596492144,0.0937667402856053,0.027483497637314,0.0723207800492734,0.206318336508841,228.313381123402,4.47213595499958,0.0816101998620253,"under",0.241549789,0.179116678,0.311014116
"Cyperus pratensis","Cyperus","pratensis","Cyperaceae","under","NT",1,0,"CR","T",1,"confident",2075,2,8,8,0,"absent","absent","absent","absent",0.252870249560485,0.238465084299022,0,0,0.508664666140492,0.0377569446715257,0.080709928385935,0.243986787887033,0.324513699112471,0.313032639943035,0,0,0.0170473235718319,0.0233161797546925,0.0413772039106353,0.148351662780251,0.148359413101483,0.350627205363169,0.212584183675856,0.0583368278420813,0.0170473235718319,0.0403635033265244,2.82842712474619,2.82842712474619,0,"under",0.32890006,0.251143151,0.405925576
"Cyphostemma burgeri","Cyphostemma","burgeri","Vitaceae","correct","T",0,1,"EN","T",1,"confident",1650,2,1628,20,1,"present","absent","absent","present",0.154481698742184,0.753249042817123,0.00109598802162961,0,0.0911732704190627,0.00578994010834789,0.0216328776255427,0.696490998595808,0.241915304889729,0.0341708787805723,0,0,0.00560108948734021,0.222511511066556,0.232627717109929,0.215331242409535,0.192950672408153,0.107263903366071,0.0201764533753322,0.00353741077708347,0.00560108948734021,0.228112600553897,40.348482003664,4.47213595499958,0.0331057098040445,"threatened",0.666812763,0.578394299,0.758508223
"Cystostemon ethiopicus","Cystostemon","ethiopicus","Boraginaceae","correct","T",0,1,"VU","T",1,"confident",1575,1,5417,36,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,73.6002717386288,6,0.148999812973919,"threatened",0.717240505,0.639284361,0.785060221
"Dicoma aethiopica","Dicoma","aethiopica","Asteraceae","correct","T",0,1,"EN","T",1,"confident",1450,2,1668,16,1,"present","absent","absent","present",0.139760523597119,0.70026007144642,0.0108751546021508,0,0.149104250354311,0.0167480278460154,0.047709542960037,0.685659423202834,0.222302134542417,0.0275808714486969,0.000253437127640894,0.00215006932646382,0.104897135844853,0.204042376477689,0.231026588777752,0.199529505283849,0.154394028334909,0.0771759197647446,0.0185730023230295,0.00795793673906912,0.107300642298957,0.311343018776646,40.8411557133243,4,0.104284009331013,"threatened",0.725334743,0.656145692,0.793723034
"Diplolophium boranense","Diplolophium","boranense","Apiaceae","correct","T",0,1,"CR","T",1,"confident",1575,1,4,4,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,2,2,0.148999812973919,"threatened",0.661385066,0.593089889,0.744188249
"Disa facula","Disa","facula","Orchidaceae","correct","T",0,1,"EN","T",1,"confident",1620,2,1883,12,0,"absent","absent","absent","absent",0.37612248685643,0.336354569228538,0,0,0.287522943915032,0.0142189707198871,0.0673714741332633,0.266382584233434,0.42288853357656,0.229138437336855,0,8.25826691760397e-09,0.0462497439808024,0.0877631782917577,0.105097069357862,0.178796745329625,0.169551785474308,0.271214449247475,0.126383048675988,0.014943971383915,0.0462497522390693,0.134012930530827,43.3935479074943,3.46410161513775,0,"threatened",0.852159081,0.793670644,0.907255617
"Disperis crassicaulis","Disperis","crassicaulis","Orchidaceae","correct","T",0,1,"VU","T",1,"confident",2250,5,171852,36,0,"absent","absent","absent","absent",0.179330188202379,0.576949948645953,0.00497295649999053,0,0.238746906651677,0.0249616707381881,0.0557584556773005,0.551317087637064,0.254781584504338,0.113181201443109,0.000115890932803157,0.000983176940785143,0.0236159937102711,0.154240512743191,0.171071484175524,0.199735907848314,0.171804948229731,0.177020680140219,0.0791578155355459,0.0222535897436149,0.0247150615838594,0.178955574327051,414.550358822665,6,0.0705191924229889,"threatened",0.587866922,0.450766363,0.69074775
"Disperis galerita","Disperis","galerita","Orchidaceae","correct","T",0,1,"VU","T",1,"confident",2900,4,104044,40,1,"present","present","absent","absent",0.230995671150809,0.450167883677234,0.00941538334876524,0,0.309421061823192,0.0280639290053376,0.0692968760440096,0.429771074114128,0.289533671436335,0.18333444940019,0.000219459265590383,0.00186181726867509,0.0545892557855749,0.108849761529425,0.134083175223924,0.190658100636385,0.166409581863641,0.22919746465916,0.0952964823897435,0.0188349013778801,0.0566705323198403,0.165520293849266,322.55852182201,6.32455532033676,0.0970328982807648,"threatened",0.654750154,0.557296025,0.751817734
"Disperis meirax","Disperis","meirax","Orchidaceae","correct","T",0,1,"EN","T",1,"confident",3150,2,22520,12,1,"present","present","absent","absent",0.222353057287272,0.306684816236937,0,0,0.470962126475791,0.0420789261602059,0.0775480533448146,0.288124743641476,0.317669344381181,0.274578932472322,0,0,0.0262770768008688,0.0356588340808416,0.0680339567163243,0.215147739298336,0.182429978162745,0.336126934030462,0.11974726673543,0.0165782141749921,0.0262770768008688,0.0619359108817104,150.066651858433,3.46410161513775,0,"threatened",0.654750154,0.557296025,0.751817734
"Dombeya aethiopica","Dombeya","aethiopica","Malvaceae","over","T",2,0,"LC","NT",0,"confident",1950,5,63867,52,1,"present","present","absent","absent",0.276271518562396,0.390195756104361,0.0136827892837849,0,0.319849936049458,0.0310717549321928,0.0955527677055314,0.423541019027764,0.286560311876924,0.163274146457588,0.00030123665431085,0.0016803641893405,0.0550887101184968,0.109853052395206,0.123753207873762,0.161620550394831,0.15315961116269,0.222751322579053,0.135989066579211,0.0358028780530993,0.0570703109621481,0.166923363357354,252.719211774649,7.21110255092798,0.11697345546655,"over",0.75511941,0.662471698,0.840302953
"Dombeya kefaensis","Dombeya","kefaensis","Malvaceae","correct","T",0,1,"VU","T",1,"confident",1950,1,8,8,0,"absent","absent","absent","absent",0.405290821935602,0.26451158988048,0,0,0.330197588183918,0.0683656000447415,0.170393761347539,0.458176935792669,0.22869502912019,0.0743686736948602,0,0,0.0715341311838573,0.182237318011495,0.146618436933026,0.19141147253801,0.14398204006216,0.176581179929709,0.078649020932587,0.00898640040915448,0.0715341311838573,0.253771449195353,2.82842712474619,2.82842712474619,0,"threatened",0.766302279,0.696050481,0.840302953
"Dombeya longebracteolata","Dombeya","longebracteolata","Malvaceae","correct","T",0,1,"VU","T",1,"confident",1900,3,18552,20,1,"present","absent","absent","absent",0.246534688193628,0.543003029843623,0.0229229958897486,0,0.187539286073,0.0397638019090426,0.113650854606662,0.566427072380792,0.237072057690205,0.0430862134132988,0.000504551837916774,0.00281449568347628,0.071984274771094,0.151133621044849,0.176145859360677,0.214450750570938,0.179728871512422,0.148107780695316,0.0434293231185028,0.011700471404809,0.0753033222924871,0.226436943337336,136.205726751851,4.47213595499958,0.151403420997508,"threatened",0.766302279,0.696050481,0.840302953
"Dorstenia soerensenii","Dorstenia","soerensenii","Moraceae","correct","T",0,1,"EN","T",1,"confident",2000,1,4761,64,1,"present","absent","absent","absent",0.405290821935602,0.26451158988048,0,0,0.330197588183918,0.0683656000447415,0.170393761347539,0.458176935792669,0.22869502912019,0.0743686736948602,0,0,0.0715341311838573,0.182237318011495,0.146618436933026,0.19141147253801,0.14398204006216,0.176581179929709,0.078649020932587,0.00898640040915448,0.0715341311838573,0.253771449195353,69,8,0,"threatened",0.63053488,0.545406861,0.721836242
"Drimia exigua","Drimia","exigua","Asparagaceae","correct","T",0,1,"EN","T",1,"confident",1500,2,4372,12,0,"absent","absent","absent","absent",0.337976270227314,0.162928583675799,0,0,0.499095146096887,0.0434438538670839,0.121509742205157,0.305551654416067,0.288597410933165,0.240897338578527,0,0,0.0280252871986503,0.071609074267648,0.0617634063719467,0.111761557736182,0.12670677861286,0.293097813256461,0.239180628356324,0.0678554541999278,0.0280252871986503,0.0996343614662983,66.1211010192662,3.46410161513775,0,"threatened",0.690995721,0.629073884,0.748570242
"Drimia simensis","Drimia","simensis","Asparagaceae","under","NT",1,0,"EN","T",1,"low_confidence",3075,2,4870,12,1,"present","present","absent","absent",0.252870249560485,0.238465084299022,0,0,0.508664666140492,0.0377569446715257,0.080709928385935,0.243986787887033,0.324513699112471,0.313032639943035,0,0,0.0170473235718319,0.0233161797546925,0.0413772039106353,0.148351662780251,0.148359413101483,0.350627205363169,0.212584183675856,0.0583368278420813,0.0170473235718319,0.0403635033265244,69.7853852894716,3.46410161513775,0,"under",0.36622353,0.268367627,0.44673412
"Echidnopsis montana","Echidnopsis","montana","Apocynaceae","correct","T",0,1,"VU","T",1,"confident",1650,2,18438.5,32,1,"present","absent","present","absent",0.164393928870015,0.644761168474673,0,0,0.190844902655311,0.00961568007493756,0.0307960215070051,0.59999339431337,0.247235665352927,0.112359238751761,0,0,0.00484000326205023,0.191532378287357,0.192483747237615,0.173682699064577,0.151401911437294,0.152376328244195,0.103362558368626,0.0303203740982865,0.00484000326205023,0.196372381549407,135.788438388546,5.65685424949238,0,"threatened",0.644378893,0.585806539,0.717048802
"Echinops buhaitensis","Echinops","buhaitensis","Asteraceae","correct","T",0,1,"EN","T",1,"confident",3575,1,12,12,1,"present","present","absent","absent",0.208939151719323,0.386744309915332,0,0,0.404316538365345,0.0486378356058628,0.0708329579516687,0.282465695304634,0.321789201102817,0.276274310035017,0,0,0.034972435774538,0.0474542542759659,0.0774137437585838,0.240801248407468,0.182840677927456,0.332216996157976,0.0758567311721663,0.00844391252584521,0.034972435774538,0.0824266900505039,3.46410161513775,3.46410161513775,0,"threatened",0.7253249,0.656145692,0.793723034
"Echinops ellenbeckii","Echinops","ellenbeckii","Asteraceae","correct","T",0,1,"VU","T",1,"confident",2575,4,127963,116,1,"present","present","absent","present",0.172660398176514,0.620607366555775,0.00593616514393534,0,0.200796070123776,0.0151014999522279,0.0467986962187386,0.599197666957501,0.239927349893342,0.0989747869781912,0.000138337770661684,0.00117360782991719,0.0223028027591903,0.17495430209715,0.188466633451819,0.181583402717778,0.161111051659224,0.151545041691271,0.091618859296682,0.0271059607263064,0.0236147483597692,0.19856905045692,357.719163590658,10.770329614269,0.0770465128603193,"threatened",0.567593314,0.494852057,0.63691669
"Echinops kebericho","Echinops","kebericho","Asteraceae","over","T",2,0,"NT","NT",0,"confident",2450,7,82182,68,1,"present","absent","absent","absent",0.291539728418831,0.373600291726576,0.00593191348483494,0,0.328928066369758,0.0308069474996958,0.086220256745813,0.387344792362856,0.316908657997892,0.178719345393744,0.000124796645928207,0.00105873201496783,0.0422184803563547,0.0908413123702007,0.112894307595466,0.181801742976224,0.178003591456707,0.248560784316813,0.117274758475592,0.0272214937917456,0.0434020090172507,0.134243321387451,286.674030913161,8.24621125123532,0.0770189164091195,"over",0.7253249,0.656145692,0.793723034
"Echinops longisetus","Echinops","longisetus","Asteraceae","correct","NT",0,1,"LC","NT",0,"low_confidence",2900,11,247730,180,1,"present","present","absent","absent",0.216551400101769,0.52701245242856,0.00529763373953839,0,0.251138513730133,0.0238390850499918,0.0642707007784117,0.51422795346865,0.280354620739085,0.117307639963861,0.00011663552624132,0.000650618570801658,0.0468163607324479,0.148950154040358,0.16503013850202,0.195399286922254,0.166310842762129,0.180017207826656,0.079657885068078,0.0170508700490145,0.0475836148294909,0.196533768869849,497.724823572222,13.4164078649987,0.0727848455348941,"not_threatened",0.399710365,0.291893934,0.493352607
"Emilia adamagibaensis","Emilia","adamagibaensis","Asteraceae","correct","T",0,1,"EN","T",1,"confident",1850,1,8,8,1,"present","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,2.82842712474619,2.82842712474619,0.148999812973919,"threatened",0.741528696,0.684678701,0.792313375
"Emilia arvensis","Emilia","arvensis","Asteraceae","over","T",2,0,"LC","NT",0,"confident",2800,3,49897,3770,1,"present","absent","absent","absent",0.175134309313573,0.628483795642885,0.00627914678943647,0,0.190102748254105,0.0130348203875047,0.0445979085981433,0.580162446500979,0.257580257186366,0.104624567327007,0.000128197534849841,0.000188827031236138,0.0128278921404785,0.175889766228349,0.183430721891445,0.183054583862986,0.15933648693727,0.161498387954767,0.0965552350441009,0.0270899013745194,0.0131449167065645,0.189034682934913,223.376364013743,61.400325732035,0.079241067568758,"over",0.741528696,0.684678701,0.792313375
